ID,URL,NAME,ADDRESS,CITY,SCHOOL TYPE,LEVEL CODE
3059,https://www.goodschools.com.au/compare-schools/in-greenvale-3059/aitken-college,Aitken College,"Greenvale VIC, Melbourne Northern Suburbs",Greenvale,Independent,c
6149,https://www.goodschools.com.au/compare-schools/in-bull-creek-6149/all-saints-college,All Saints' College,Bull Creek WA,Bull Creek,Independent,c
3078,https://www.goodschools.com.au/compare-schools/in-alphington-3078/alphington-grammar-school,Alphington Grammar School,"Alphington VIC, Melbourne Northern Suburbs",Alphington,Independent,c
2121,https://www.goodschools.com.au/compare-schools/in-epping-2121/arden-anglican-school,Arden Anglican School,Epping NSW,Epping,Independent,c
2027,https://www.goodschools.com.au/compare-schools/in-edgecliff-2027/ascham-school,Ascham School,Edgecliff NSW,Edgecliff,Independent,c
3355,https://www.goodschools.com.au/compare-schools/in-wendouree-3355/ballarat-grammar,Ballarat Grammar,"Wendouree VIC, Central Highlands-Wimmera",Wendouree,Independent,c
2077,https://www.goodschools.com.au/compare-schools/in-hornsby-2077/barker-college,Barker College,Hornsby NSW,Hornsby,Independent,c
2602,https://www.goodschools.com.au/compare-schools/in-hackett-2602/blue-gum-community-school,Blue Gum Community School,Hackett ACT,Hackett,Independent,c
2077,https://www.goodschools.com.au/compare-schools/in-hornsby-2077/blue-gum-community-school-hornsby,Blue Gum Community School Hornsby,Hornsby NSW,Hornsby,Independent,p
3129,https://www.goodschools.com.au/compare-schools/in-mont-albert-north-3129/box-hill-senior-secondary-college,Box Hill Senior Secondary College,"Mont Albert North VIC, Melbourne Eastern Suburbs",Mont Albert North,Government,c
3442,https://www.goodschools.com.au/compare-schools/in-woodend-3442/braemar-college,Braemar College,"Woodend VIC, Loddon-Mallee",Woodend,Independent,c
4500,https://www.goodschools.com.au/compare-schools/in-bray-park-4500/bray-park-state-high-school,Bray Park State High School,Bray Park QLD,Bray Park,Government,s
3150,https://www.goodschools.com.au/compare-schools/in-glen-waverley-3150/brentwood-secondary-college,Brentwood Secondary College,"Glen Waverley VIC, Melbourne Eastern Suburbs",Glen Waverley,Government,s
3186,https://www.goodschools.com.au/compare-schools/in-brighton-3186/brighton-grammar-school,Brighton Grammar School,"Brighton VIC, Melbourne Southern Suburbs & Western Port",Brighton,Independent,c
4000,https://www.goodschools.com.au/compare-schools/in-brisbane-4000/brisbane-girls-grammar-school,Brisbane Girls Grammar School,Brisbane QLD,Brisbane,Independent,s
4000,https://www.goodschools.com.au/compare-schools/in-brisbane-4000/brisbane-grammar-school,Brisbane Grammar School,Brisbane QLD,Brisbane,Independent,c
4556,https://www.goodschools.com.au/compare-schools/in-buderim-4556/buderim-mountain-state-school,Buderim Mountain State School,Buderim QLD,Buderim,Government,p
3151,https://www.goodschools.com.au/compare-schools/in-burwood-east-3151/burwood-heights-primary-school,Burwood Heights Primary School,"Burwood East VIC, Melbourne Eastern Suburbs",Burwood East,Government,p
3126,https://www.goodschools.com.au/compare-schools/in-canterbury-3126/camberwell-girls-grammar-school,Camberwell Girls Grammar School,"Canterbury VIC, Melbourne Eastern Suburbs",Canterbury,Independent,c
3126,https://www.goodschools.com.au/compare-schools/in-canterbury-3126/camberwell-high-school,Camberwell High School,"Canterbury VIC, Melbourne Eastern Suburbs",Canterbury,Government,s
4133,https://www.goodschools.com.au/compare-schools/in-waterford-4133/canterbury-college,Canterbury College,Waterford QLD,Waterford,Independent,c
6112,https://www.goodschools.com.au/compare-schools/in-forrestdale-6112/carey-baptist-college-forrestdale,"Carey Baptist College, Forrestdale",Forrestdale WA,Forrestdale,Independent,c
6112,https://www.goodschools.com.au/compare-schools/in-harrisdale-6112/carey-baptist-college-harrisdale,"Carey Baptist College, Harrisdale",Harrisdale WA,Harrisdale,Independent,c
3101,https://www.goodschools.com.au/compare-schools/in-kew-3101/carey-baptist-grammar-school,Carey Baptist Grammar School,"Kew VIC, Melbourne Eastern Suburbs",Kew,Independent,c
3977,https://www.goodschools.com.au/compare-schools/in-cranbourne-east-3977/casey-grammar-school,Casey Grammar School,"Cranbourne East VIC, Melbourne Southern Suburbs & Western Port",Cranbourne East,Independent,c
3183,https://www.goodschools.com.au/compare-schools/in-st-kilda-east-3183/caulfield-grammar-school-caulfield-and-malvern-campuses,Caulfield Grammar School - Caulfield and Malvern Campuses,"St Kilda East VIC, Melbourne Eastern Suburbs",St Kilda East,Independent,c
3150,https://www.goodschools.com.au/compare-schools/in-wheelers-hill-3150/caulfield-grammar-school-wheelers-hill-campus,Caulfield Grammar School - Wheelers Hill Campus,"Wheelers Hill VIC, Melbourne Eastern Suburbs",Wheelers Hill,Independent,c
3216,https://www.goodschools.com.au/compare-schools/in-waurn-ponds-3216/christian-college-geelong,Christian College Geelong,"Waurn Ponds VIC, Barwon-South Western",Waurn Ponds,Independent,c
4011,https://www.goodschools.com.au/compare-schools/in-clayfield-4011/clayfield-college,Clayfield College,Clayfield QLD,Clayfield,Independent,c
4350,https://www.goodschools.com.au/compare-schools/in-toowoomba-4350/concordia-lutheran-college,Concordia Lutheran College,Toowoomba QLD,Toowoomba,Independent,c
2259,https://www.goodschools.com.au/compare-schools/in-warnervale-2259/lakes-grammar-an-anglican-school,Lakes Grammar - An Anglican School,Warnervale NSW,Warnervale,Independent,c
3076,https://www.goodschools.com.au/compare-schools/in-epping-3076/lalor-north-secondary-college,Lalor North Secondary College,"Epping VIC, Melbourne Northern Suburbs",Epping,Government,s
7248,https://www.goodschools.com.au/compare-schools/in-mowbray-heights-7248/launceston-church-grammar-school,Launceston Church Grammar School,Mowbray Heights TAS,Mowbray Heights,Independent,c
3143,https://www.goodschools.com.au/compare-schools/in-armadale-3143/lauriston-girls-school,Lauriston Girls' School,"Armadale VIC, Melbourne Southern Suburbs & Western Port",Armadale,Independent,c
3173,https://www.goodschools.com.au/compare-schools/in-keysborough-3173/lighthouse-christian-college-keysborough,"Lighthouse Christian College, Keysborough","Keysborough VIC, Melbourne Southern Suburbs & Western Port",Keysborough,Independent,c
3140,https://www.goodschools.com.au/compare-schools/in-lilydale-3140/lilydale-high-school,Lilydale High School,"Lilydale VIC, Melbourne Eastern Suburbs",Lilydale,Government,s
6168,https://www.goodschools.com.au/compare-schools/in-warnbro-6168/living-waters-lutheran-college,Living Waters Lutheran College,Warnbro WA,Warnbro,Independent,c
3040,https://www.goodschools.com.au/compare-schools/in-essendon-3040/lowther-hall-anglican-grammar-school,Lowther Hall Anglican Grammar School,"Essendon VIC, Melbourne Western Suburbs",Essendon,Independent,c
3136,https://www.goodschools.com.au/compare-schools/in-croydon-hills-3136/luther-college,Luther College,"Croydon Hills VIC, Melbourne Eastern Suburbs",Croydon Hills,Independent,s
2323,https://www.goodschools.com.au/compare-schools/in-metford-2323/maitland-christian-school-ltd,Maitland Christian School,Metford NSW,Metford,Independent,c
3149,https://www.goodschools.com.au/compare-schools/in-mount-waverley-3149/mount-waverley-north-primary-school,Mount Waverley North Primary School,"Mount Waverley VIC, Melbourne Eastern Suburbs",Mount Waverley,Government,p
4213,https://www.goodschools.com.au/compare-schools/in-mudgeeraba-4213/mudgeeraba-creek-state-school,Mudgeeraba Creek State School,Mudgeeraba QLD,Mudgeeraba,Government,p
3132,https://www.goodschools.com.au/compare-schools/in-mitcham-3132/mullauna-college,Mullauna College,"Mitcham VIC, Melbourne Eastern Suburbs",Mitcham,Government,s
3215,https://www.goodschools.com.au/compare-schools/in-north-geelong-3215/north-geelong-secondary-college,North Geelong Secondary College,"North Geelong VIC, Barwon-South Western",North Geelong,Government,s
2159,https://www.goodschools.com.au/compare-schools/in-arcadia-2159/northholm-grammar-school,Northholm Grammar School,Arcadia NSW,Arcadia,Independent,c
4053,https://www.goodschools.com.au/compare-schools/in-everton-park-4053/northside-christian-college,Northside Christian College,Everton Park QLD,Everton Park,Independent,c
3083,https://www.goodschools.com.au/compare-schools/in-bundoora-3083/northside-christian-college,Northside Christian College,"Bundoora VIC, Melbourne Northern Suburbs",Bundoora,Independent,c
3806,https://www.goodschools.com.au/compare-schools/in-berwick-3806/nossal-high-school,Nossal High School,"Berwick VIC, Melbourne Southern Suburbs & Western Port",Berwick,Government,s
3131,https://www.goodschools.com.au/compare-schools/in-nunawading-3131/nunawading-christian-college,Nunawading Christian College,"Nunawading VIC, Melbourne Eastern Suburbs",Nunawading,Independent,c
3166,https://www.goodschools.com.au/compare-schools/in-oakleigh-3166/oakleigh-grammar,Oakleigh Grammar,"Oakleigh VIC, Melbourne Eastern Suburbs",Oakleigh,Independent,c
3101,https://www.goodschools.com.au/compare-schools/in-kew-3101/genazzano-fcj-college,Genazzano FCJ College,"KEW VIC, Melbourne Eastern Suburbs",,Independent,c
4500,https://www.goodschools.com.au/compare-schools/in-bray-park-4500/genesis-christian-college,Genesis Christian College,Bray Park QLD,Bray Park,Independent,c
2084,https://www.goodschools.com.au/compare-schools/in-terrey-hills-2084/german-international-school-sydney,German International School Sydney,Terrey Hills NSW,Terrey Hills,Independent,c
3754,https://www.goodschools.com.au/compare-schools/in-mernda-3754/gilson-college-mernda-campus,Gilson College - Mernda Campus,"Mernda VIC, Melbourne Northern Suburbs",Mernda,Independent,c
3037,https://www.goodschools.com.au/compare-schools/in-taylors-hill-3037/gilson-college-taylors-hill-campus,Gilson College - Taylors Hill Campus,"Taylors Hill VIC, Melbourne Western Suburbs",Taylors Hill,Independent,c
3550,https://www.goodschools.com.au/compare-schools/in-bendigo-3550/girton-grammar-school,Girton Grammar School,"Bendigo VIC, Loddon-Mallee",Bendigo,Independent,c
4022,https://www.goodschools.com.au/compare-schools/in-rothwell-4022/grace-lutheran-college,Grace Lutheran College,Rothwell QLD,Rothwell,Independent,s
6055,https://www.goodschools.com.au/compare-schools/in-guildford-6055/guildford-grammar-school,Guildford Grammar School,Guildford WA,Guildford,Independent,c
3173,https://www.goodschools.com.au/compare-schools/in-keysborough-3173/haileybury-college,Haileybury,"Keysborough VIC, Melbourne Southern Suburbs & Western Port",Keysborough,Independent,c
3036,https://www.goodschools.com.au/compare-schools/in-keilor-3036/overnewton-anglican-community-college,Overnewton Anglican Community College,"Keilor VIC, Melbourne Western Suburbs",Keilor,Independent,c
3116,https://www.goodschools.com.au/compare-schools/in-chirnside-park-3116/oxley-christian-college,Oxley Christian College,"Chirnside Park VIC, Melbourne Eastern Suburbs",Chirnside Park,Independent,c
3000,https://www.goodschools.com.au/compare-schools/in-melbourne-3000/ozford-college,Ozford College,"Melbourne VIC, Melbourne Southern Suburbs & Western Port",Melbourne,Independent,s
3930,https://www.goodschools.com.au/compare-schools/in-mount-eliza-3930/peninsula-grammar,Peninsula Grammar,"Mount Eliza VIC, Melbourne Southern Suburbs & Western Port",Mount Eliza,Independent,c
3033,https://www.goodschools.com.au/compare-schools/in-keilor-east-3033/penleigh-and-essendon-grammar-school,Penleigh and Essendon Grammar School,"Keilor East VIC, Melbourne Western Suburbs",Keilor East,Independent,c
6152,https://www.goodschools.com.au/compare-schools/in-como-6152/penrhos-college,Penrhos College,Como WA,Como,Independent,c
5015,https://www.goodschools.com.au/compare-schools/in-new-port-5015/portside-christian-college,Portside Christian College,New Port SA,New Port,Independent,c
3125,https://www.goodschools.com.au/compare-schools/in-burwood-3125/presbyterian-ladies-college-plc,Presbyterian Ladies' College - Melbourne,"Burwood VIC, Melbourne Eastern Suburbs",Burwood,Independent,c
6011,https://www.goodschools.com.au/compare-schools/in-peppermint-grove-6011/presbyterian-ladies-college-perth,Presbyterian Ladies' College - Perth,Peppermint Grove WA,Peppermint Grove,Independent,c
3101,https://www.goodschools.com.au/compare-schools/in-kew-3101/preshil-the-margaret-lyttle-memorial-school,Preshil The Margaret Lyttle Memorial School,"Kew VIC, Melbourne Eastern Suburbs",Kew,Independent,c
3175,https://www.goodschools.com.au/compare-schools/in-bangholme-3175/cornish-college,Cornish College,"Bangholme VIC, Melbourne Southern Suburbs & Western Port",Bangholme,Independent,c
