ID,URL,NAME,ADDRESS,CITY,SCHOOL TYPE,LEVEL CODE
828,https://www.goodschools.com.au/compare-schools/in-berrimah-828/haileybury-rendall-school,Haileybury Rendall School,Berrimah NT,Berrimah,Independent,c
6019,https://www.goodschools.com.au/compare-schools/in-wembley-downs-6019/hale-school,Hale School,Wembley Downs WA,Wembley Downs,Independent,c
3337,https://www.goodschools.com.au/compare-schools/in-melton-3337/heathdale-christian-college-melton-campus,Heathdale Christian College - Melton Campus,"Melton VIC, Melbourne Western Suburbs",Melton,Independent,c
3030,https://www.goodschools.com.au/compare-schools/in-werribee-3030/heathdale-christian-college-werribee-campus,Heathdale Christian College - Werribee Campus,"Werribee VIC, Melbourne Western Suburbs",Werribee,Independent,c
6071,https://www.goodschools.com.au/compare-schools/in-glen-forrest-6071/helena-college-darlington-and-glen-forrest-campuses,Helena College - Darlington and Glen Forrest Campuses,Glen Forrest WA,Glen Forrest,Independent,c
3805,https://www.goodschools.com.au/compare-schools/in-narre-warren-south-3805/heritage-college,Heritage College,"Narre Warren South VIC, Melbourne Southern Suburbs & Western Port",Narre Warren South,Independent,c
3156,https://www.goodschools.com.au/compare-schools/in-ferntree-gully-3156/heritage-college-knox,Heritage College Knox,"Ferntree Gully VIC, Melbourne Eastern Suburbs",Ferntree Gully,Independent,c
4064,https://www.goodschools.com.au/compare-schools/in-milton-4064/hubbards-school,Hubbard's School,Milton QLD,Milton,Independent,s
3064,https://www.goodschools.com.au/compare-schools/in-mickleham-3064/hume-anglican-grammar,Hume Anglican Grammar,"Mickleham VIC, Melbourne Northern Suburbs",Mickleham,Independent,c
3047,https://www.goodschools.com.au/compare-schools/in-broadmeadows-3047/hume-central-secondary-college,Hume Central Secondary College,"Broadmeadows VIC, Melbourne Northern Suburbs",Broadmeadows,Government,s
4556,https://www.goodschools.com.au/compare-schools/in-buderim-4556/matthew-flinders-anglican-college,Matthew Flinders Anglican College,Buderim QLD,Buderim,Independent,c
3141,https://www.goodschools.com.au/compare-schools/in-south-yarra-3141/melbourne-girls-grammar,Melbourne Girls Grammar,"South Yarra VIC, Melbourne Southern Suburbs & Western Port",South Yarra,Independent,c
3338,https://www.goodschools.com.au/compare-schools/in-melton-south-3338/melton-christian-college,Melton Christian College,"Melton South VIC, Melbourne Western Suburbs",Melton South,Independent,c
3194,https://www.goodschools.com.au/compare-schools/in-mentone-3194/mentone-girls-grammar-school,Mentone Girls' Grammar School,"Mentone VIC, Melbourne Southern Suburbs & Western Port",Mentone,Independent,c
3194,https://www.goodschools.com.au/compare-schools/in-mentone-3194/mentone-girls-secondary-college,Mentone Girls' Secondary College,"Mentone VIC, Melbourne Southern Suburbs & Western Port",Mentone,Government,s
3194,https://www.goodschools.com.au/compare-schools/in-mentone-3194/mentone-grammar,Mentone Grammar,"Mentone VIC, Melbourne Southern Suburbs & Western Port",Mentone,Independent,c
3101,https://www.goodschools.com.au/compare-schools/in-kew-3101/methodist-ladies-college-mlc,Methodist Ladies' College - MLC,"Kew VIC, Melbourne Eastern Suburbs",Kew,Independent,c
3076,https://www.goodschools.com.au/compare-schools/in-epping-3076/mill-park-secondary-college,Mill Park Secondary College,"Epping VIC, Melbourne Northern Suburbs",Epping,Government,s
4179,https://www.goodschools.com.au/compare-schools/in-manly-west-4179/moreton-bay-boys-college,Moreton Bay Boys College,Manly West QLD,Manly West,Independent,c
4179,https://www.goodschools.com.au/compare-schools/in-manly-west-4179/moreton-bay-college,Moreton Bay College,Manly West QLD,Manly West,Independent,c
4305,https://www.goodschools.com.au/compare-schools/in-east-ipswich-4305/ipswich-girls-grammar-school,Ipswich Girls' Grammar School,East Ipswich QLD,East Ipswich,Independent,c
4305,https://www.goodschools.com.au/compare-schools/in-east-ipswich-4305/ipswich-junior-grammar-school,Ipswich Junior Grammar School,East Ipswich QLD,East Ipswich,Independent,p
3079,https://www.goodschools.com.au/compare-schools/in-ivanhoe-3079/ivanhoe-girls-grammar-school,Ivanhoe Girls' Grammar School,"Ivanhoe VIC, Melbourne Northern Suburbs",Ivanhoe,Independent,c
3800,https://www.goodschools.com.au/compare-schools/in-monash-university-3800/john-monash-science-school,John Monash Science School,"Monash University VIC, Melbourne Eastern Suburbs",Monash University,Government,s
4127,https://www.goodschools.com.au/compare-schools/in-daisy-hill-4127/john-paul-college-daisy-hill,John Paul College,Daisy Hill QLD,Daisy Hill,Independent,c
2029,https://www.goodschools.com.au/compare-schools/in-rose-bay-2029/kambala,Kambala,Rose Bay NSW,Rose Bay,Independent,c
3204,https://www.goodschools.com.au/compare-schools/in-ormond-3204/kilvington-grammar-school,Kilvington Grammar School,"Ormond VIC, Melbourne Southern Suburbs & Western Port",Ormond,Independent,c
4130,https://www.goodschools.com.au/compare-schools/in-carbrook-4130/kimberley-college,Kimberley College,Carbrook QLD,Carbrook,Independent,c
2029,https://www.goodschools.com.au/compare-schools/in-rose-bay-2029/kincoppal-rose-bay-school,Kincoppal - Rose Bay School,Rose Bay NSW,Rose Bay,Independent,c
3146,https://www.goodschools.com.au/compare-schools/in-glen-iris-3146/korowa-anglican-girls-school,Korowa Anglican Girls' School,"Glen Iris VIC, Melbourne Eastern Suburbs",Glen Iris,Independent,c
